"experiment","dataset","date","scope","stock","medium","hypoxia","normoxia","position","condition","timestep","frame_experiment_start","frame_experiment_end","frame_hypoxia_start","frame_hypoxia_end","frame_gastrulation","frame_cf_folding_start","frame_gb_extension_start","frame_gb_extension_end","frame_clypeolabrum_start","frame_gb_retraction_start","frame_gb_retraction_end","frame_head_involution_start","frame_head_involution_end","frame_dorsal_closure_start","frame_dorsal_closure_end","frame_gut_partition_start","frame_gut_partition_end","frame_twitching_start","frame_tracheae_start","frame_hatching","time_plucking","bad_embryo","bad_twins","cephalic_furrow","hatched","discard","observations","time_experiment_start","time_experiment_end","time_experiment_total","time_hypoxia_start","time_hypoxia_end","time_hypoxia_total","time_cf_folding_start","time_gb_extension_start","time_gb_extension_end","time_gb_extension_total","time_clypeolabrum_start","time_gb_retraction_start","time_gb_retraction_end","time_gb_retraction_total","time_head_involution_start","time_head_involution_end","time_head_involution_total","time_dorsal_closure_start","time_dorsal_closure_end","time_dorsal_closure_total","time_gut_partition_start","time_gut_partition_end","time_gut_partition_total","time_twitching_start","time_tracheae_start","time_tracheae_to_hatching_total","time_hatching","time_cf_folding_start_norm","time_gb_extension_start_norm","time_gb_extension_end_norm","time_gb_extension_total_norm","time_clypeolabrum_start_norm","time_gb_retraction_start_norm","time_gb_retraction_end_norm","time_gb_retraction_total_norm","time_head_involution_start_norm","time_head_involution_end_norm","time_head_involution_total_norm","time_dorsal_closure_start_norm","time_dorsal_closure_end_norm","time_dorsal_closure_total_norm","time_gut_partition_start_norm","time_gut_partition_end_norm","time_gut_partition_total_norm","time_twitching_start_norm","time_tracheae_start_norm","time_tracheae_to_hatching_total_norm","time_hatching_norm","time_cf_folding_start_pct","time_gb_extension_start_pct","time_gb_extension_end_pct","time_gb_extension_total_pct","time_clypeolabrum_start_pct","time_gb_retraction_start_pct","time_gb_retraction_end_pct","time_gb_retraction_total_pct","time_head_involution_start_pct","time_head_involution_end_pct","time_head_involution_total_pct","time_dorsal_closure_start_pct","time_dorsal_closure_end_pct","time_dorsal_closure_total_pct","time_gut_partition_start_pct","time_gut_partition_end_pct","time_gut_partition_total_pct","time_twitching_start_pct","time_tracheae_start_pct","time_tracheae_to_hatching_total_pct","time_hatching_pct","coord_gb_start_depth","coord_gb_start_width","coord_subject_length","coord_subject_width","coord_gb_start_angle"
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos10_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,10,"evil_twins",3,1,524,-1,45,22,35,26,82,92,103,210,182,262,NA,NA,229,NA,270,354,418,20,FALSE,FALSE,FALSE,TRUE,FALSE,"",-1.05,25.43,26.53,-1.15,1.15,2.3,0.65,0.2,3.33,3.13,3.83,4.38,9.73,5.35,8.33,12.33,4,NA,NA,NA,10.68,NA,NA,12.73,16.93,3.2,20.13,0.67,0,0.0600000000000001,0.0600000000000001,0.54,-0.21,2.51,2.73,0.54,0.31,-0.22,NA,NA,NA,0.549999999999999,NA,NA,0.0300000000000011,0.719999999999999,0.39,1.11,3.22901142573274,0.993541977148535,16.5424739195231,15.5489319423746,19.0263288623944,21.7585692995529,48.3358171882762,26.5772478887233,41.3810233482365,61.2518628912072,19.8708395429707,NA,NA,NA,53.0551415797317,NA,NA,63.2389468455042,84.1033283656235,15.8966716343766,100,27.0185121722126,53.084837759948,521.693396546286,177.552809045647,6.73880836915539
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos11_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,11,"evil_twins",3,1,524,-1,45,36,46,40,116,101,141,187,193,287,NA,NA,243,NA,284,364,436,20,FALSE,FALSE,FALSE,TRUE,FALSE,"Folding during plucking.",-1.75,24.73,26.53,-1.85,0.45,2.3,0.83,0.2,4.33,4.13,3.58,5.58,7.88,2.3,8.18,12.88,4.7,NA,NA,NA,10.68,NA,NA,12.73,16.73,3.6,20.33,0.85,0,1.06,1.06,0.29,0.99,0.66,-0.32,0.39,0.860000000000001,0.48,NA,NA,NA,0.549999999999999,NA,NA,0.0300000000000011,0.52,0.79,1.31,4.08263649778652,0.983767830791933,21.2985735366454,20.3148057058534,17.6094441711756,27.4471224790949,38.7604525332022,11.3133300541072,40.2361042793901,63.3546483030005,23.1185440236104,NA,NA,NA,52.5332021642892,NA,NA,62.6168224299065,82.2921790457452,17.7078209542548,100,17.0293863659264,45.0998891351187,501.022953566002,184.783657286027,0.295474912090866
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos12_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,12,"evil_twins",3,1,524,-1,45,33,45,39,116,93,137,185,194,279,NA,NA,242,NA,287,371,486,20,FALSE,FALSE,FALSE,TRUE,FALSE,"Folding during plucking.",-1.6,24.88,26.53,-1.7,0.6,2.3,0.6,0.3,4.48,4.18,3.33,5.53,7.93,2.4,8.38,12.63,4.25,NA,NA,NA,10.78,NA,NA,13.03,17.23,5.75,22.98,0.62,0.1,1.21,1.11,0.04,0.94,0.71,-0.22,0.590000000000001,0.610000000000001,0.0300000000000002,NA,NA,NA,0.649999999999999,NA,NA,0.33,1.02,2.94,3.96,2.61096605744125,1.30548302872063,19.4952132288947,18.1897302001741,14.490861618799,24.0644038294169,34.5082680591819,10.443864229765,36.4664926022628,54.9608355091384,18.4943429068755,NA,NA,NA,46.9103568320278,NA,NA,56.7014795474325,74.9782419495213,25.0217580504787,100,18.0277563773199,50.4876222454574,508.251906046598,180.177690072883,1.37583500366362
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos13_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,13,"control",3,1,524,-1,45,20,19,24,81,89,110,161,172,253,NA,NA,219,NA,267,340,397,20,FALSE,FALSE,TRUE,TRUE,FALSE,"",-0.95,25.53,26.53,-1.05,1.25,2.3,-0.05,0.2,3.38,3.18,3.78,4.83,7.38,2.55,7.93,11.98,4.05,NA,NA,NA,10.28,NA,NA,12.68,16.33,2.85,19.18,-0.03,0,0.11,0.11,0.49,0.24,0.16,-0.0700000000000003,0.14,-0.0399999999999991,-0.17,NA,NA,NA,0.149999999999999,NA,NA,-0.0199999999999996,0.119999999999997,0.04,0.16,-0.260688216892596,1.04275286757039,17.6225234619395,16.5797705943691,19.7080291970803,25.1824817518248,38.4775808133472,13.2950990615224,41.3451511991658,62.4608967674661,21.1157455683003,NA,NA,NA,53.5974973931178,NA,NA,66.1105318039625,85.140771637122,14.859228362878,100,18.2482875908947,40.0499687890016,486,179.337670331696,9.46232220802561
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos14_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,14,"evil_twins",3,1,524,-1,45,27,45,32,76,74,125,175,184,263,NA,NA,231,NA,288,355,411,20,FALSE,FALSE,FALSE,TRUE,FALSE,"Folding during plucking.",-1.3,25.18,26.53,-1.4,0.9,2.3,0.9,0.25,2.78,2.53,2.68,5.23,7.73,2.5,8.18,12.13,3.95,NA,NA,NA,10.53,NA,NA,13.38,16.73,2.8,19.53,0.92,0.05,-0.49,-0.54,-0.61,0.640000000000001,0.510000000000001,-0.12,0.39,0.110000000000001,-0.27,NA,NA,NA,0.399999999999999,NA,NA,0.680000000000001,0.52,-0.0100000000000002,0.510000000000002,4.60829493087558,1.28008192524322,14.2345110087046,12.9544290834613,13.7224782386073,26.7793138760881,39.5801331285202,12.8008192524322,41.884280593958,62.1095750128008,20.2252944188428,NA,NA,NA,53.9170506912442,NA,NA,68.5099846390169,85.663082437276,14.336917562724,100,18.0277563773199,40.6078810084939,486.121384018436,179.136819219277,0.712646115291747
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos15_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,15,"evil_twins",3,1,524,-1,45,20,30,24,87,80,114,177,169,260,NA,NA,227,NA,270,347,402,20,FALSE,FALSE,FALSE,TRUE,FALSE,"",-0.95,25.53,26.53,-1.05,1.25,2.3,0.5,0.2,3.68,3.48,3.33,5.03,8.18,3.15,7.78,12.33,4.55,NA,NA,NA,10.68,NA,NA,12.83,16.68,2.75,19.43,0.52,0,0.41,0.41,0.04,0.44,0.96,0.53,-0.00999999999999979,0.31,0.33,NA,NA,NA,0.549999999999999,NA,NA,0.130000000000001,0.469999999999999,-0.0600000000000001,0.41,2.57334019557385,1.02933607822954,18.9397838394236,17.910447761194,17.1384457025219,25.887802367473,42.0998455995883,16.2120432321153,40.0411734431292,63.4585692228513,23.4173957797221,NA,NA,NA,54.9665465774575,NA,NA,66.0319094184251,85.8466289243438,14.1533710756562,100,24.1867732448956,58.1807528311554,472.451055666087,174.977141364237,11.6167342512701
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos16_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,16,"evil_twins",3,1,524,-1,45,30,45,34,105,80,125,180,190,279,NA,NA,231,NA,281,360,421,20,FALSE,FALSE,FALSE,TRUE,FALSE,"Folding during plucking.",-1.45,25.03,26.53,-1.55,0.75,2.3,0.75,0.2,4.08,3.88,2.83,5.08,7.83,2.75,8.33,12.78,4.45,NA,NA,NA,10.38,NA,NA,12.88,16.83,3.05,19.88,0.77,0,0.81,0.81,-0.46,0.49,0.61,0.13,0.54,0.76,0.23,NA,NA,NA,0.25,NA,NA,0.180000000000001,0.619999999999997,0.24,0.859999999999999,3.77263581488934,1.00603621730382,20.523138832998,19.5171026156942,14.2354124748491,25.5533199195171,39.3863179074447,13.8329979879276,41.9014084507042,64.2857142857143,22.3843058350101,NA,NA,NA,52.2132796780684,NA,NA,64.7887323943662,84.6579476861167,15.3420523138833,100,19.0262975904404,35,469.706291207601,174.522204890954,1.87241506393374
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos17_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,17,"control",3,1,524,-1,45,24,25,28,77,84,113,159,169,250,NA,NA,218,NA,257,338,398,20,FALSE,FALSE,TRUE,TRUE,FALSE,"",-1.15,25.33,26.53,-1.25,1.05,2.3,0.05,0.2,2.98,2.78,3.33,4.78,7.08,2.3,7.58,11.63,4.05,NA,NA,NA,10.03,NA,NA,11.98,16.03,3,19.03,0.07,0,-0.29,-0.29,0.04,0.19,-0.14,-0.32,-0.21,-0.389999999999999,-0.17,NA,NA,NA,-0.100000000000001,NA,NA,-0.719999999999999,-0.18,0.19,0.0100000000000016,0.262743037309511,1.05097214923805,15.6594850236469,14.6085128744088,17.4986862848135,25.1182343667893,37.2044140830268,12.0861797162375,39.8318444561219,61.1140304781923,21.2821860220704,NA,NA,NA,52.706253284288,NA,NA,62.9532317393589,84.2354177614293,15.7645822385707,100,20.8806130178211,38.8973006775534,488.065569365429,179.025137899682,15.760053288258
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos18_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,18,"evil_twins",3,1,524,-1,45,19,29,24,75,83,117,165,179,259,NA,NA,230,NA,281,345,432,20,FALSE,FALSE,FALSE,TRUE,FALSE,"",-0.9,25.58,26.53,-1,1.3,2.3,0.5,0.25,3.13,2.88,3.53,5.23,7.63,2.4,8.33,12.33,4,NA,NA,NA,10.88,NA,NA,13.43,16.63,4.35,20.98,0.52,0.05,-0.14,-0.19,0.24,0.640000000000001,0.41,-0.22,0.54,0.31,-0.22,NA,NA,NA,0.75,NA,NA,0.73,0.419999999999998,1.54,1.96,2.38322211630124,1.19161105815062,14.9189704480458,13.7273593898951,16.8255481410867,24.928503336511,36.3679694947569,11.4394661582459,39.7044804575786,58.7702573879886,19.0657769304099,NA,NA,NA,51.858913250715,NA,NA,64.0133460438513,79.2659675881792,20.7340324118208,100,19.4164878389476,47.5184174820669,487.496666655271,176.113599702011,2.11908006770877
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos19_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,19,"control",3,1,524,-1,45,15,15,19,81,81,94,153,161,258,NA,NA,213,NA,272,337,388,20,FALSE,FALSE,TRUE,TRUE,FALSE,"",-0.7,25.78,26.53,-0.8,1.5,2.3,0,0.2,3.63,3.43,3.63,4.28,7.23,2.95,7.63,12.48,4.85,NA,NA,NA,10.23,NA,NA,13.18,16.43,2.55,18.98,0.02,0,0.36,0.36,0.34,-0.31,0.0100000000000007,0.33,-0.16,0.460000000000001,0.63,NA,NA,NA,0.0999999999999996,NA,NA,0.48,0.219999999999999,-0.26,-0.0399999999999991,0,1.05374077976818,19.1253951527924,18.0716543730242,19.1253951527924,22.550052687039,38.0927291886196,15.5426765015806,40.200210748156,65.7534246575342,25.5532139093783,NA,NA,NA,53.8988408851422,NA,NA,69.4415173867229,86.5648050579557,13.4351949420443,100,23.43074902772,56.0357029044876,498.094368568849,180.80099557248,36.0067996175236
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos20_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,20,"evil_twins",3,1,524,-1,45,20,33,25,80,71,117,169,184,262,NA,NA,231,NA,285,352,418,20,FALSE,FALSE,FALSE,TRUE,FALSE,"",-0.95,25.53,26.53,-1.05,1.25,2.3,0.65,0.25,3.33,3.08,2.88,5.18,7.78,2.6,8.53,12.43,3.9,NA,NA,NA,10.88,NA,NA,13.58,16.93,3.3,20.23,0.67,0.05,0.0600000000000001,0.0100000000000002,-0.41,0.59,0.56,-0.02,0.739999999999999,0.41,-0.32,NA,NA,NA,0.75,NA,NA,0.880000000000001,0.719999999999999,0.49,1.21,3.21304992585269,1.23578843302027,16.46070192783,15.2249134948097,14.2362827483935,25.6055363321799,38.4577360355907,12.8521997034108,42.1651013346515,61.4434008897677,19.2782995551162,NA,NA,NA,53.781512605042,NA,NA,67.1280276816609,83.6875926841325,16.3124073158675,100,20.0997512422418,50.1597448159378,503.099393758331,180.335797888273,6.84952420549489
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos21_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,21,"evil_twins",3,1,524,-1,45,22,33,26,78,88,112,172,178,264,NA,NA,227,NA,285,348,406,20,FALSE,FALSE,FALSE,TRUE,FALSE,"",-1.05,25.43,26.53,-1.15,1.15,2.3,0.55,0.2,3.13,2.93,3.63,4.83,7.83,3,8.13,12.43,4.3,NA,NA,NA,10.58,NA,NA,13.48,16.63,2.9,19.53,0.57,0,-0.14,-0.14,0.34,0.24,0.61,0.38,0.340000000000001,0.41,0.0800000000000001,NA,NA,NA,0.449999999999999,NA,NA,0.780000000000001,0.419999999999998,0.0899999999999999,0.510000000000002,2.81618023553507,1.02406554019457,16.0266257040451,15.0025601638505,18.5867895545315,24.7311827956989,40.0921658986175,15.3609831029186,41.6282642089094,63.6456733230927,22.0174091141833,NA,NA,NA,54.1730670762929,NA,NA,69.0220174091142,85.1510496671787,14.8489503328213,100,25.9615099714943,53.7587202228625,494.145727493419,177.011299074381,17.0337731097566
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos23_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,23,"evil_twins",3,1,524,-1,45,25,38,28,78,82,107,176,181,277,NA,NA,228,NA,283,349,430,20,FALSE,FALSE,FALSE,TRUE,FALSE,"",-1.2,25.28,26.53,-1.3,1,2.3,0.65,0.15,2.98,2.83,3.18,4.43,7.88,3.45,8.13,12.93,4.8,NA,NA,NA,10.48,NA,NA,13.23,16.53,4.05,20.58,0.67,-0.05,-0.29,-0.24,-0.11,-0.16,0.66,0.83,0.340000000000001,0.91,0.58,NA,NA,NA,0.35,NA,NA,0.530000000000001,0.32,1.24,1.56,3.15840621963071,0.728862973760933,14.4800777453839,13.7512147716229,15.4518950437318,21.5257531584062,38.2896015549077,16.7638483965015,39.5043731778426,62.8279883381924,23.3236151603499,NA,NA,NA,50.9232264334305,NA,NA,64.2857142857143,80.3206997084548,19.6793002915452,100,30.0665927567458,49.254441424099,502.143405811527,180.224859550507,2.44471539338305
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos25_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,25,"control",3,1,524,-1,45,28,27,31,71,80,103,161,182,260,NA,NA,217,NA,268,335,386,20,FALSE,FALSE,TRUE,TRUE,FALSE,"",-1.35,25.13,26.53,-1.45,0.85,2.3,-0.05,0.15,2.48,2.33,2.93,4.08,6.98,2.9,8.03,11.93,3.9,NA,NA,NA,9.78,NA,NA,12.33,15.68,2.55,18.23,-0.03,-0.05,-0.79,-0.74,-0.36,-0.51,-0.239999999999999,0.28,0.239999999999999,-0.0899999999999999,-0.32,NA,NA,NA,-0.350000000000001,NA,NA,-0.369999999999999,-0.530000000000001,-0.26,-0.789999999999999,-0.274273176083379,0.822819528250137,13.6039495337356,12.7811300054855,16.072408118486,22.3806911684037,38.2885353812397,15.907844212836,44.0482720789907,65.4415798134942,21.3933077345036,NA,NA,NA,53.6478332419089,NA,NA,67.6357652221613,86.0120680197477,13.9879319802523,100,22.1359436211787,32.7566787083184,500.164972783981,182.463695019037,5.26002221567095
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos1_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,1,"evil_twins",3,1,491,-2,47,15,23,20,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,378,15,FALSE,FALSE,FALSE,TRUE,FALSE,"",-0.7,24.05,24.8,-0.85,1.6,2.45,0.4,0.25,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,0.41,-0.01,NA,NA,NA,NA,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0299999999999976,2.17391304347826,1.35869565217391,NA,NA,NA,NA,44.5652173913043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,25.298221281347,62.6258732474047,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos3_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,3,"evil_twins",3,1,491,-2,47,16,27,21,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,386,15,FALSE,FALSE,FALSE,TRUE,FALSE,"",-0.75,24,24.8,-0.9,1.55,2.45,0.55,0.25,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.75,0.56,-0.01,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379999999999999,2.93333333333333,1.33333333333333,NA,NA,NA,NA,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,16.1245154965971,44.5533388198909,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos4_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,4,"control",3,1,491,-2,47,22,21,28,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,381,15,FALSE,FALSE,TRUE,TRUE,FALSE,"",-1.05,23.7,24.8,-1.2,1.25,2.45,-0.05,0.3,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,-0.04,0.04,NA,NA,NA,NA,-0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.170000000000002,-0.274725274725275,1.64835164835165,NA,NA,NA,NA,36.8131868131868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,13.6014705087354,27.6586333718787,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos5_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,5,"evil_twins",3,1,491,-2,47,25,37,30,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,397,15,FALSE,FALSE,FALSE,TRUE,FALSE,"",-1.2,23.55,24.8,-1.35,1.1,2.45,0.6,0.25,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.85,0.61,-0.01,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,3.18302387267904,1.3262599469496,NA,NA,NA,NA,40.8488063660477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,27.0739727413618,44.0454310910905,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos6_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,6,"evil_twins",3,1,491,-2,47,26,41,31,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,441,15,FALSE,FALSE,FALSE,TRUE,FALSE,"",-1.25,23.5,24.8,-1.4,1.05,2.45,0.75,0.25,NA,NA,NA,NA,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0.76,-0.01,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63,3.57142857142857,1.19047619047619,NA,NA,NA,NA,36.9047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,25.0798724079689,51,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos7_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,7,"evil_twins",3,1,491,-2,47,15,22,20,NA,NA,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,388,15,FALSE,FALSE,FALSE,TRUE,FALSE,"",-0.7,24.05,24.8,-0.85,1.6,2.45,0.35,0.25,NA,NA,NA,NA,7.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,0.36,-0.01,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529999999999998,1.85185185185185,1.32275132275132,NA,NA,NA,NA,40.4761904761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,19.6468827043885,44.0113621693308,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos8_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,8,"control",3,1,491,-2,47,11,11,17,NA,NA,NA,154,NA,NA,NA,NA,NA,NA,NA,NA,377,15,FALSE,FALSE,TRUE,TRUE,FALSE,"",-0.5,24.25,24.8,-0.65,1.8,2.45,0,0.3,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.55,0.01,0.04,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0,1.61725067385445,NA,NA,NA,NA,39.8921832884097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,20.0249843945008,37.0135110466435,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos9_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,9,"evil_twins",3,1,491,-2,47,14,20,20,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,389,15,FALSE,FALSE,FALSE,TRUE,FALSE,"",-0.65,24.1,24.8,-0.8,1.65,2.45,0.3,0.3,NA,NA,NA,NA,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.31,0.04,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.629999999999999,1.57894736842105,1.57894736842105,NA,NA,NA,NA,39.7368421052632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,24.0831891575846,25.9615099714943,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos10_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,10,"evil_twins",3,1,491,-2,47,18,25,22,NA,NA,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,381,15,FALSE,FALSE,FALSE,TRUE,FALSE,"",-0.85,23.9,24.8,-1,1.45,2.45,0.35,0.2,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,0.36,-0.06,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0299999999999976,1.90217391304348,1.08695652173913,NA,NA,NA,NA,40.7608695652174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,29.0688837074973,64.1248781675256,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos11_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,11,"evil_twins",3,1,491,-2,47,21,36,26,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,395,15,FALSE,FALSE,FALSE,TRUE,FALSE,"",-1,23.75,24.8,-1.15,1.3,2.45,0.75,0.25,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.95,0.76,-0.01,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579999999999998,3.95778364116095,1.31926121372032,NA,NA,NA,NA,39.5778364116095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,24,44.5533388198909,NA,NA,NA
