"experiment","dataset","date","scope","stock","medium","hypoxia","normoxia","position","condition","timestep","frame_experiment_start","frame_experiment_end","frame_hypoxia_start","frame_hypoxia_end","frame_gastrulation","frame_cf_folding_start","frame_gb_extension_start","frame_gb_extension_end","frame_clypeolabrum_start","frame_gb_retraction_start","frame_gb_retraction_end","frame_head_involution_start","frame_head_involution_end","frame_dorsal_closure_start","frame_dorsal_closure_end","frame_gut_partition_start","frame_gut_partition_end","frame_twitching_start","frame_tracheae_start","frame_hatching","time_plucking","bad_embryo","bad_twins","cephalic_furrow","hatched","discard","observations","time_experiment_start","time_experiment_end","time_experiment_total","time_hypoxia_start","time_hypoxia_end","time_hypoxia_total","time_cf_folding_start","time_gb_extension_start","time_gb_extension_end","time_gb_extension_total","time_clypeolabrum_start","time_gb_retraction_start","time_gb_retraction_end","time_gb_retraction_total","time_head_involution_start","time_head_involution_end","time_head_involution_total","time_dorsal_closure_start","time_dorsal_closure_end","time_dorsal_closure_total","time_gut_partition_start","time_gut_partition_end","time_gut_partition_total","time_twitching_start","time_tracheae_start","time_tracheae_to_hatching_total","time_hatching","time_cf_folding_start_norm","time_gb_extension_start_norm","time_gb_extension_end_norm","time_gb_extension_total_norm","time_clypeolabrum_start_norm","time_gb_retraction_start_norm","time_gb_retraction_end_norm","time_gb_retraction_total_norm","time_head_involution_start_norm","time_head_involution_end_norm","time_head_involution_total_norm","time_dorsal_closure_start_norm","time_dorsal_closure_end_norm","time_dorsal_closure_total_norm","time_gut_partition_start_norm","time_gut_partition_end_norm","time_gut_partition_total_norm","time_twitching_start_norm","time_tracheae_start_norm","time_tracheae_to_hatching_total_norm","time_hatching_norm","time_cf_folding_start_pct","time_gb_extension_start_pct","time_gb_extension_end_pct","time_gb_extension_total_pct","time_clypeolabrum_start_pct","time_gb_retraction_start_pct","time_gb_retraction_end_pct","time_gb_retraction_total_pct","time_head_involution_start_pct","time_head_involution_end_pct","time_head_involution_total_pct","time_dorsal_closure_start_pct","time_dorsal_closure_end_pct","time_dorsal_closure_total_pct","time_gut_partition_start_pct","time_gut_partition_end_pct","time_gut_partition_total_pct","time_twitching_start_pct","time_tracheae_start_pct","time_tracheae_to_hatching_total_pct","time_hatching_pct","coord_gb_start_depth","coord_gb_start_width","coord_subject_length","coord_subject_width","coord_gb_start_angle"
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos12_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,12,"control",3,1,491,-2,47,13,12,17,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,367,15,FALSE,FALSE,TRUE,TRUE,FALSE,"",-0.6,24.15,24.8,-0.75,1.7,2.45,-0.05,0.2,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.95,-0.04,-0.06,NA,NA,NA,NA,-0.0300000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.420000000000002,-0.278551532033426,1.11420612813371,NA,NA,NA,NA,39.5543175487465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,17,34.3656805548792,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos14_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,14,"control",3,1,491,-2,47,11,10,15,NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,370,15,FALSE,FALSE,TRUE,TRUE,FALSE,"",-0.5,24.25,24.8,-0.65,1.8,2.45,-0.05,0.2,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,-0.04,-0.06,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.170000000000002,-0.274725274725275,1.0989010989011,NA,NA,NA,NA,40.1098901098901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,27.0739727413618,42.2965719651132,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos15_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,15,"evil_twins",3,1,491,-2,47,17,29,23,NA,NA,NA,164,NA,NA,NA,NA,NA,NA,NA,NA,431,15,FALSE,FALSE,FALSE,TRUE,FALSE,"",-0.8,23.95,24.8,-0.95,1.5,2.45,0.6,0.3,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.95,0.61,0.04,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58,2.86396181384248,1.43198090692124,NA,NA,NA,NA,36.2768496420048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,17.0293863659264,38.8329756778952,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos16_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,16,"evil_twins",3,1,491,-2,47,16,27,21,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,427,15,FALSE,FALSE,FALSE,TRUE,FALSE,"",-0.75,24,24.8,-0.9,1.55,2.45,0.55,0.25,NA,NA,NA,NA,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,0.56,-0.01,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43,2.64423076923077,1.20192307692308,NA,NA,NA,NA,37.2596153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,24.3310501211929,42.9534631898291,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos17_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,17,"evil_twins",3,1,491,-2,47,20,38,26,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,382,15,FALSE,FALSE,FALSE,TRUE,FALSE,"",-0.95,23.8,24.8,-1.1,1.35,2.45,0.9,0.3,NA,NA,NA,NA,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.35,0.91,0.04,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0199999999999996,4.90463215258856,1.63487738419619,NA,NA,NA,NA,41.1444141689373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,29.0172362570938,41.4366987102013,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos18_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,18,"control",3,1,491,-2,47,12,13,17,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,377,15,FALSE,FALSE,TRUE,TRUE,FALSE,"Embryo tilted.",-0.55,24.2,24.8,-0.7,1.75,2.45,0.05,0.25,NA,NA,NA,NA,7.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,0.06,-0.01,NA,NA,NA,NA,0.0200000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129999999999999,0.27027027027027,1.35135135135135,NA,NA,NA,NA,38.6486486486486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos19_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,19,"evil_twins",3,1,491,-2,47,20,31,26,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,446,15,FALSE,FALSE,FALSE,TRUE,FALSE,"",-0.95,23.8,24.8,-1.1,1.35,2.45,0.55,0.3,NA,NA,NA,NA,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.55,0.56,0.04,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18,2.55220417633411,1.39211136890951,NA,NA,NA,NA,35.0348027842227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,25.0199920063936,48.0104155366312,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos21_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,21,"evil_twins",3,1,491,-2,47,12,28,19,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,381,15,FALSE,FALSE,FALSE,TRUE,FALSE,"",-0.55,24.2,24.8,-0.7,1.75,2.45,0.8,0.35,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7,0.81,0.09,NA,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.329999999999998,4.27807486631016,1.8716577540107,NA,NA,NA,NA,42.7807486631016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,26.0768096208106,52.8866712887094,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos22_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,22,"control",3,1,491,-2,47,13,13,19,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,377,15,FALSE,FALSE,TRUE,TRUE,FALSE,"",-0.6,24.15,24.8,-0.75,1.7,2.45,0,0.3,NA,NA,NA,NA,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.45,0.01,0.04,NA,NA,NA,NA,-0.0800000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0799999999999983,0,1.6260162601626,NA,NA,NA,NA,38.2113821138211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,20.0997512422418,47.169905660283,NA,NA,NA
"2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos24_RGB.tif","2024-08-01","L2","RGap","H200",10,20.5,24,"control",3,1,491,-2,47,21,22,27,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,391,15,FALSE,FALSE,TRUE,TRUE,FALSE,"",-1,23.75,24.8,-1.15,1.3,2.45,0.05,0.3,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.75,0.06,0.04,NA,NA,NA,NA,0.0700000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379999999999999,0.266666666666667,1.6,NA,NA,NA,NA,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,19.2093727122985,21.2602916254693,NA,NA,NA
"2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos1_RGB.tif","2024-08-05","L2","RGap","H200",10,20.6,1,"control",3,1,515,3,55,30,29,35,NA,NA,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,419,16,FALSE,FALSE,TRUE,TRUE,FALSE,"",-1.45,24.52,26.02,-1.35,1.25,2.6,-0.05,0.25,NA,NA,NA,NA,7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.72,-0.04,-0.03,NA,NA,NA,NA,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.370000000000001,-0.253549695740365,1.26774847870183,NA,NA,NA,NA,39.1480730223124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,48.3838816136118,49.335585534176,NA,NA,NA
"2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos2_RGB.tif","2024-08-05","L2","RGap","H200",10,20.6,2,"evil_twins",3,1,515,3,55,32,50,38,NA,NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,439,16,FALSE,FALSE,FALSE,TRUE,FALSE,"",-1.55,24.42,26.02,-1.45,1.15,2.6,0.9,0.3,NA,NA,NA,NA,8.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.62,0.91,0.02,NA,NA,NA,NA,0.550000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.530000000000001,4.364694471387,1.454898157129,NA,NA,NA,NA,41.0766246362755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,23.3452350598575,41.5932686861708,NA,NA,NA
"2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos3_RGB.tif","2024-08-05","L2","RGap","H200",10,20.6,3,"evil_twins",3,1,515,3,55,27,39,34,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,444,16,FALSE,FALSE,FALSE,TRUE,FALSE,"",-1.3,24.67,26.02,-1.2,1.4,2.6,0.6,0.35,NA,NA,NA,NA,8.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.12,0.61,0.07,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,2.84090909090909,1.65719696969697,NA,NA,NA,NA,42.2348484848485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,31.3209195267317,46.690470119715,NA,NA,NA
"2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos4_RGB.tif","2024-08-05","L2","RGap","H200",10,20.6,4,"control",3,1,515,3,55,28,27,33,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,451,16,FALSE,FALSE,TRUE,TRUE,FALSE,"Hatching frame is not clear because embryo moved.",-1.35,24.62,26.02,-1.25,1.35,2.6,-0.05,0.25,NA,NA,NA,NA,7.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.42,-0.04,-0.03,NA,NA,NA,NA,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,-0.233426704014939,1.1671335200747,NA,NA,NA,NA,35.8076563958917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,18.0277563773199,45.0998891351187,NA,NA,NA
"2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos5_RGB.tif","2024-08-05","L2","RGap","H200",10,20.6,5,"evil_twins",3,1,515,3,55,28,49,35,NA,NA,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,430,16,FALSE,FALSE,FALSE,TRUE,FALSE,"",-1.35,24.62,26.02,-1.25,1.35,2.6,1.05,0.35,NA,NA,NA,NA,8.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.37,1.06,0.07,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.280000000000001,5.15463917525773,1.71821305841924,NA,NA,NA,NA,41.8262150220913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,18.3575597506858,28.6356421265527,NA,NA,NA
"2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos7_RGB.tif","2024-08-05","L2","RGap","H200",10,20.6,7,"evil_twins",3,1,515,3,55,21,30,27,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,429,16,FALSE,FALSE,TRUE,TRUE,FALSE,"CF delayed but almost forming normally.",-1,24.97,26.02,-0.9,1.7,2.6,0.45,0.3,NA,NA,NA,NA,8.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.67,0.46,0.02,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.580000000000002,2.17706821480406,1.45137880986938,NA,NA,NA,NA,41.2191582002903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,25.1793566240283,47.7598157450382,NA,NA,NA
