"Label","Embryo","Stock","Genotype","View","Side","Fold","Position","Type","Comment","right","left","avg","Length","E"
"","rgap_dorsal_1_z3_t60s_E13","wt","wildtype","dorsal","right",TRUE,"ant","EF","",NA,NA,NA,NA,13
"","rgap_dorsal_1_z3_t60s_E15","wt","wildtype","dorsal","left",TRUE,"ant","EF","",NA,NA,NA,NA,15
"","rgap_dorsal_1_z3_t60s_E4","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,4
"","rgap_dorsal_1_z3_t60s_E4","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,4
"","rgap_dorsal_1_z3_t60s_E5","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,5
"","rgap_dorsal_1_z3_t60s_E5","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,5
"","rgap_dorsal_1_z3_t60s_E6","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,6
"","rgap_dorsal_1_z3_t60s_E6","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,6
"","rgap_dorsal_1_z3_t60s_E7","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,7
"","rgap_dorsal_1_z3_t60s_E7","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,7
"","rgap_dorsal_1_z3_t60s_E8","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,8
"","rgap_dorsal_1_z3_t60s_E8","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,8
"","rgap_dorsal_1_z3_t60s_E9","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,9
"","rgap_dorsal_1_z3_t60s_E9","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,9
"","rgap_dorsal_1_z3_t60s_E10","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,10
"","rgap_dorsal_1_z3_t60s_E10","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,10
"","rgap_dorsal_1_z3_t60s_E11","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,11
"","rgap_dorsal_1_z3_t60s_E11","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,11
"","rgap_dorsal_1_z3_t60s_E12","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,12
"","rgap_dorsal_1_z3_t60s_E12","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,12
"","rgap_dorsal_1_z3_t60s_E13","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,13
"","rgap_dorsal_1_z3_t60s_E13","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,13
"","rgap_dorsal_1_z3_t60s_E14","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,14
"","rgap_dorsal_1_z3_t60s_E14","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,14
"","rgap_dorsal_1_z3_t60s_E15","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,15
"","rgap_dorsal_1_z3_t60s_E15","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,15
"","rgap_dorsal_1_z3_t60s_E16","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,16
"","rgap_dorsal_1_z3_t60s_E16","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,16
"","rgap_dorsal_1_z3_t60s_E17","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,17
"","rgap_dorsal_1_z3_t60s_E17","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,17
"","rgap_dorsal_1_z3_t60s_E18","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,18
"","rgap_dorsal_1_z3_t60s_E18","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,18
"","rgap_dorsal_1_z3_t60s_E19","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,19
"","rgap_dorsal_1_z3_t60s_E19","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,19
"","rgap_dorsal_1_z3_t60s_E20","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,20
"","rgap_dorsal_1_z3_t60s_E20","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,20
"","rgap_dorsal_1_z3_t60s_E21","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,21
"","rgap_dorsal_1_z3_t60s_E21","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,21
"","rgap_dorsal_1_z3_t60s_E22","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,22
"","rgap_dorsal_1_z3_t60s_E22","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,22
"","rgap_dorsal_1_z3_t60s_E23","wt","wildtype","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,NA,23
"","rgap_dorsal_1_z3_t60s_E23","wt","wildtype","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,NA,23
"","rgap_dorsal_1_z3_t60s_E4","wt","wildtype","dorsal","right",TRUE,"post","EF","",NA,NA,NA,NA,4
"","rgap_dorsal_1_z3_t60s_E5","wt","wildtype","dorsal","left",TRUE,"post","EF","",NA,NA,NA,NA,5
"","rgap_dorsal_1_z3_t60s_E5","wt","wildtype","dorsal","right",TRUE,"post","EF","",NA,NA,NA,NA,5
"","rgap_dorsal_1_z3_t60s_E6","wt","wildtype","dorsal","right",TRUE,"post","EF","",NA,NA,NA,NA,6
"","rgap_dorsal_1_z3_t60s_E6","wt","wildtype","dorsal","left",TRUE,"post","EF","",NA,NA,NA,NA,6
"","rgap_dorsal_1_z3_t60s_E7","wt","wildtype","dorsal","right",TRUE,"post","EF","",NA,NA,NA,NA,7
"","rgap_dorsal_1_z3_t60s_E8","wt","wildtype","dorsal","right",TRUE,"post","EF","",NA,NA,NA,NA,8
"","rgap_dorsal_1_z3_t60s_E8","wt","wildtype","dorsal","left",TRUE,"post","EF","",NA,NA,NA,NA,8
"","rgap_dorsal_1_z3_t60s_E10","wt","wildtype","dorsal","left",TRUE,"post","EF","",NA,NA,NA,NA,10
"","rgap_dorsal_1_z3_t60s_E11","wt","wildtype","dorsal","left",TRUE,"post","EF","",NA,NA,NA,NA,11
"","rgap_dorsal_1_z3_t60s_E12","wt","wildtype","dorsal","right",TRUE,"post","EF","",NA,NA,NA,NA,12
"","rgap_dorsal_1_z3_t60s_E13","wt","wildtype","dorsal","left",TRUE,"post","EF","",NA,NA,NA,NA,13
"","rgap_dorsal_1_z3_t60s_E14","wt","wildtype","dorsal","right",TRUE,"post","EF","",NA,NA,NA,NA,14
"","rgap_dorsal_1_z3_t60s_E14","wt","wildtype","dorsal","left",TRUE,"post","EF","",NA,NA,NA,NA,14
"","rgap_dorsal_1_z3_t60s_E16","wt","wildtype","dorsal","right",TRUE,"post","EF","",NA,NA,NA,NA,16
"","rgap_dorsal_1_z3_t60s_E17","wt","wildtype","dorsal","left",TRUE,"post","EF","",NA,NA,NA,NA,17
"","rgap_dorsal_1_z3_t60s_E17","wt","wildtype","dorsal","right",TRUE,"post","EF","",NA,NA,NA,NA,17
"","rgap_dorsal_1_z3_t60s_E18","wt","wildtype","dorsal","right",TRUE,"post","EF","",NA,NA,NA,NA,18
"","rgap_dorsal_1_z3_t60s_E18","wt","wildtype","dorsal","left",TRUE,"post","EF","",NA,NA,NA,NA,18
"","rgap_dorsal_1_z3_t60s_E19","wt","wildtype","dorsal","right",TRUE,"post","EF","",NA,NA,NA,NA,19
"","rgap_dorsal_1_z3_t60s_E19","wt","wildtype","dorsal","left",TRUE,"post","EF","",NA,NA,NA,NA,19
"","rgap_dorsal_1_z3_t60s_E21","wt","wildtype","dorsal","left",TRUE,"post","EF","",NA,NA,NA,NA,21
"","rgap_dorsal_1_z3_t60s_E21","wt","wildtype","dorsal","right",TRUE,"post","EF","",NA,NA,NA,NA,21
"","rgap_dorsal_1_z3_t60s_E22","wt","wildtype","dorsal","right",TRUE,"post","EF","",NA,NA,NA,NA,22
"btd-gap_dorsal_1_z1.5_t51s_E1_L_1","btd-gap_dorsal_1_z1.5_t51s_E1","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,75.8,1
"btd-gap_dorsal_1_z1.5_t51s_E1_R_1","btd-gap_dorsal_1_z1.5_t51s_E1","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,74.5,1
"btd-gap_dorsal_1_z3_t45s_E1_L_1","btd-gap_dorsal_1_z3_t45s_E1","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,82.5,1
"btd-gap_dorsal_1_z3_t45s_E1_R_1","btd-gap_dorsal_1_z3_t45s_E1","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,72.3,1
"btd-gap_dorsal1_z3_t51s_E1_L_1","btd-gap_dorsal1_z3_t51s_E1","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,60.3,1
"btd-gap_dorsal1_z3_t51s_E1_R_1","btd-gap_dorsal1_z3_t51s_E1","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,70.4,1
"btd-gap_dorsal_1_z3_t45s_E2_L_1","btd-gap_dorsal_1_z3_t45s_E2","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,70.4,2
"btd-gap_dorsal_1_z3_t45s_E2_R_1","btd-gap_dorsal_1_z3_t45s_E2","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,73.6,2
"btd-gap_dorsal_1_z3_t45s_E3_L_1","btd-gap_dorsal_1_z3_t45s_E3","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,69,3
"btd-gap_dorsal_1_z3_t45s_E3_R_1","btd-gap_dorsal_1_z3_t45s_E3","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,65.1,3
"btd-gap_dorsal1_z3_t51s_E3_L_1","btd-gap_dorsal1_z3_t51s_E3","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,68.5,3
"btd-gap_dorsal1_z3_t51s_E3_R_1","btd-gap_dorsal1_z3_t51s_E3","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,71.7,3
"btd-gap_dorsal_1_z1.5_t51s_E4_L_1","btd-gap_dorsal_1_z1.5_t51s_E4","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,72.7,4
"btd-gap_dorsal_1_z1.5_t51s_E4_R_1","btd-gap_dorsal_1_z1.5_t51s_E4","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,72.5,4
"btd-gap_dorsal1_z3_t51s_E4_L_1","btd-gap_dorsal1_z3_t51s_E4","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,67.9,4
"btd-gap_dorsal1_z3_t51s_E4_R_1","btd-gap_dorsal1_z3_t51s_E4","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,81.7,4
"btd-gap_dorsal_1_z1.5_t51s_E5_L_1","btd-gap_dorsal_1_z1.5_t51s_E5","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,83.2,5
"btd-gap_dorsal_1_z1.5_t51s_E5_R_1","btd-gap_dorsal_1_z1.5_t51s_E5","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,70.9,5
"btd-gap_dorsal1_z3_t51s_E5_L_1","btd-gap_dorsal1_z3_t51s_E5","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,54.4,5
"btd-gap_dorsal1_z3_t51s_E5_R_1","btd-gap_dorsal1_z3_t51s_E5","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,50.4,5
"btd-gap_dorsal_1_z3_t45s_E6_L_1","btd-gap_dorsal_1_z3_t45s_E6","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,80.5,6
"btd-gap_dorsal_1_z3_t45s_E6_R_1","btd-gap_dorsal_1_z3_t45s_E6","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,88,6
"btd-gap_dorsal1_z3_t51s_E6_L_1","btd-gap_dorsal1_z3_t51s_E6","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,71.4,6
"btd-gap_dorsal1_z3_t51s_E6_R_1","btd-gap_dorsal1_z3_t51s_E6","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,72.9,6
"btd-gap_dorsal_1_z3_t45s_E7_L_1","btd-gap_dorsal_1_z3_t45s_E7","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,71.4,7
"btd-gap_dorsal_1_z3_t45s_E7_R_1","btd-gap_dorsal_1_z3_t45s_E7","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,77.4,7
"btd-gap_dorsal_1_z1.5_t51s_E8_L_1","btd-gap_dorsal_1_z1.5_t51s_E8","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,75.7,8
"btd-gap_dorsal_1_z1.5_t51s_E8_R_1","btd-gap_dorsal_1_z1.5_t51s_E8","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,64.2,8
"btd-gap_dorsal_1_z3_t45s_E8_L_1","btd-gap_dorsal_1_z3_t45s_E8","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,83.5,8
"btd-gap_dorsal_1_z3_t45s_E8_R_1","btd-gap_dorsal_1_z3_t45s_E8","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,84.7,8
"btd-gap_dorsal1_z3_t51s_E8_L_1","btd-gap_dorsal1_z3_t51s_E8","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,57.5,8
"btd-gap_dorsal1_z3_t51s_E8_R_1","btd-gap_dorsal1_z3_t51s_E8","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,81.9,8
"btd-gap_dorsal1_z3_t51s_E9_L_1","btd-gap_dorsal1_z3_t51s_E9","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,72.1,9
"btd-gap_dorsal1_z3_t51s_E9_R_1","btd-gap_dorsal1_z3_t51s_E9","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,74.4,9
"btd-gap_dorsal_1_z3_t45s_E10_L_1","btd-gap_dorsal_1_z3_t45s_E10","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,75.1,10
"btd-gap_dorsal_1_z3_t45s_E10_R_1","btd-gap_dorsal_1_z3_t45s_E10","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,80.6,10
"btd-gap_dorsal1_z3_t51s_E10_L_1","btd-gap_dorsal1_z3_t51s_E10","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,61.7,10
"btd-gap_dorsal1_z3_t51s_E10_R_1","btd-gap_dorsal1_z3_t51s_E10","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,71.4,10
"btd-gap_dorsal_1_z1.5_t51s_E11_L_1","btd-gap_dorsal_1_z1.5_t51s_E11","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,70.8,11
"btd-gap_dorsal_1_z1.5_t51s_E11_R_1","btd-gap_dorsal_1_z1.5_t51s_E11","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,68.4,11
"btd-gap_dorsal1_z3_t51s_E11_L_1","btd-gap_dorsal1_z3_t51s_E11","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,72.9,11
"btd-gap_dorsal1_z3_t51s_E11_R_1","btd-gap_dorsal1_z3_t51s_E11","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,71.6,11
"btd-gap_dorsal_1_z3_t45s_E12_L_1","btd-gap_dorsal_1_z3_t45s_E12","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,68.4,12
"btd-gap_dorsal_1_z3_t45s_E12_R_1","btd-gap_dorsal_1_z3_t45s_E12","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,71.7,12
"btd-gap_dorsal_1_z1.5_t51s_E13_L_1","btd-gap_dorsal_1_z1.5_t51s_E13","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,72.7,13
"btd-gap_dorsal_1_z1.5_t51s_E13_R_1","btd-gap_dorsal_1_z1.5_t51s_E13","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,70.9,13
"btd-gap_dorsal_1_z3_t45s_E13_L_1","btd-gap_dorsal_1_z3_t45s_E13","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,81.3,13
"btd-gap_dorsal_1_z3_t45s_E13_R_1","btd-gap_dorsal_1_z3_t45s_E13","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,71.7,13
"btd-gap_dorsal_1_z1.5_t51s_E14_L_1","btd-gap_dorsal_1_z1.5_t51s_E14","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,67.9,14
"btd-gap_dorsal_1_z1.5_t51s_E14_R_1","btd-gap_dorsal_1_z1.5_t51s_E14","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,50.1,14
"btd-gap_dorsal_1_z1.5_t51s_E15_L_1","btd-gap_dorsal_1_z1.5_t51s_E15","btd","heterozygote","dorsal","left",TRUE,"mid","CF","",NA,NA,NA,69.8,15
"btd-gap_dorsal_1_z1.5_t51s_E15_R_1","btd-gap_dorsal_1_z1.5_t51s_E15","btd","heterozygote","dorsal","right",TRUE,"mid","CF","",NA,NA,NA,65.5,15
"btd-gap_dorsal_1_z1.5_t51s_E5_L_2","btd-gap_dorsal_1_z1.5_t51s_E5","btd","heterozygote","dorsal","left",TRUE,"post","EF","",NA,NA,NA,30.6,5
"btd-gap_dorsal1_z3_t51s_E5_R_2","btd-gap_dorsal1_z3_t51s_E5","btd","heterozygote","dorsal","right",TRUE,"post","EF","",NA,NA,NA,30.9,5
"btd-gap_dorsal_1_z3_t45s_E6_R_2","btd-gap_dorsal_1_z3_t45s_E6","btd","heterozygote","dorsal","right",TRUE,"post","EF","",NA,NA,NA,35.8,6
"btd-gap_dorsal_1_z3_t45s_E8_R_2","btd-gap_dorsal_1_z3_t45s_E8","btd","heterozygote","dorsal","right",TRUE,"post","EF","",NA,NA,NA,29.6,8
"btd-gap_dorsal_1_z3_t45s_E12_R_2","btd-gap_dorsal_1_z3_t45s_E12","btd","heterozygote","dorsal","right",TRUE,"post","EF","",NA,NA,NA,30.1,12
"btd-gap_dorsal_1_z3_t45s_E13_L_2","btd-gap_dorsal_1_z3_t45s_E13","btd","heterozygote","dorsal","left",TRUE,"post","EF","",NA,NA,NA,38.2,13
"btd-gap_dorsal_1_z3_t45s_E4_L_1","btd-gap_dorsal_1_z3_t45s_E4","btd","homozygote","dorsal","left",TRUE,"ant","EF","",NA,NA,NA,55.2,4
"btd-gap_dorsal_1_z3_t45s_E5_L_1","btd-gap_dorsal_1_z3_t45s_E5","btd","homozygote","dorsal","left",TRUE,"ant","EF","",NA,NA,NA,45.2,5
"btd-gap_dorsal_1_z3_t45s_E5_R_1","btd-gap_dorsal_1_z3_t45s_E5","btd","homozygote","dorsal","right",TRUE,"ant","EF","",NA,NA,NA,43,5
"btd-gap_dorsal_1_z3_t45s_E14_L_1","btd-gap_dorsal_1_z3_t45s_E14","btd","homozygote","dorsal","left",TRUE,"ant","EF","",NA,NA,NA,38,14
"btd-gap_dorsal_1_z1.5_t51s_E2_L_1","btd-gap_dorsal_1_z1.5_t51s_E2","btd","homozygote","dorsal","left",TRUE,"mid","EF","",NA,NA,NA,61.7,2
"btd-gap_dorsal_1_z1.5_t51s_E2_L_2","btd-gap_dorsal_1_z1.5_t51s_E2","btd","homozygote","dorsal","left",TRUE,"mid","EF","",NA,NA,NA,34.5,2
